group,model,det_f1_precision,det_f1_recall,det_f1_f_measure,seg_iou_jaccard_index,det_auc_ap_auroc,det_auc_ap_average_precision,seg_auc_ap_auroc,seg_auc_ap_average_precision
shared_bottleneck,0,0.6768292784690857,0.698113203048706,0.6873065233230591,0.3998010754585266,0.922402024269104,0.5667041540145874,0.91936194896698,0.6209135055541992
shared_bottleneck,1,0.699999988079071,0.6603773832321167,0.6796116232872009,0.37713244557380676,0.8956722617149353,0.5365200638771057,0.9121741056442261,0.6135815382003784
shared_bottleneck,2,0.7299270033836365,0.6289308071136475,0.6756756901741028,0.3065498471260071,0.9138326644897461,0.5339573621749878,0.9108588695526123,0.5880682468414307
shared_bottleneck,3,0.718120813369751,0.6729559898376465,0.6948052048683167,0.4083271026611328,0.8611183166503906,0.5260599255561829,0.8993072509765625,0.5802185535430908
shared_bottleneck,4,0.7661290168762207,0.597484290599823,0.6713780760765076,0.3315800428390503,0.8586833477020264,0.4840623140335083,0.9086163640022278,0.6113799214363098
shared_bottleneck,5,0.7234042286872864,0.6415094137191772,0.6800000071525574,0.33731743693351746,0.9239981174468994,0.5663575530052185,0.9217212796211243,0.6122683882713318
shared_bottleneck,6,0.7518247961997986,0.6477987170219421,0.6959459185600281,0.3485887050628662,0.9179526567459106,0.5376076698303223,0.9136254787445068,0.5828956961631775
shared_bottleneck,7,0.7279411554336548,0.6226415038108826,0.6711864471435547,0.36439281702041626,0.9173637628555298,0.5357008576393127,0.9141082763671875,0.5802167057991028
shared_bottleneck,8,0.6424580812454224,0.7232704162597656,0.6804733872413635,0.4145485460758209,0.9096572995185852,0.5523961186408997,0.9118061065673828,0.5950806140899658
shared_bottleneck,9,0.6770186424255371,0.6855345964431763,0.6812499761581421,0.4101589322090149,0.9091020822525024,0.541027307510376,0.9134774804115295,0.6015546917915344
separate_bottleneck,0,0.7795275449752808,0.6226415038108826,0.692307710647583,0.35242173075675964,0.8763100504875183,0.5398404002189636,0.9126008749008179,0.6171539425849915
separate_bottleneck,1,0.8017241358757019,0.5849056839942932,0.6763636469841003,0.3007968068122864,0.9094890356063843,0.5707436800003052,0.9140421748161316,0.6140041947364807
separate_bottleneck,2,0.7207792401313782,0.698113203048706,0.7092651724815369,0.37558677792549133,0.8836102485656738,0.5403528809547424,0.9164939522743225,0.6116121411323547
separate_bottleneck,3,0.7769230604171753,0.6352201104164124,0.6989619135856628,0.3642360270023346,0.8917180895805359,0.5637821555137634,0.9094254374504089,0.6138942837715149
separate_bottleneck,4,0.7086092829704285,0.6729559898376465,0.6903225779533386,0.3433115780353546,0.9176498055458069,0.5519933104515076,0.9221138954162598,0.6347967386245728
separate_bottleneck,5,0.7027027010917664,0.6540880799293518,0.6775244474411011,0.3297653794288635,0.898428201675415,0.5515048503875732,0.9132809042930603,0.6125689148902893
separate_bottleneck,6,0.7323943376541138,0.6540880799293518,0.6910299062728882,0.37055590748786926,0.8931868076324463,0.5162488222122192,0.9071741700172424,0.5815892219543457
separate_bottleneck,7,0.692307710647583,0.6792452931404114,0.6857143044471741,0.3940783739089966,0.8820958733558655,0.5284765958786011,0.9107711315155029,0.6162921190261841
separate_bottleneck,8,0.6687116622924805,0.6855345964431763,0.6770186424255371,0.3973890244960785,0.9014821648597717,0.5419296026229858,0.9167190790176392,0.6164003014564514
separate_bottleneck,9,0.7407407164573669,0.6289308071136475,0.680272102355957,0.3153941333293915,0.9013619422912598,0.5477386116981506,0.9189414381980896,0.6206834316253662
detection_only,0,0.746268630027771,0.6289308071136475,0.6825938820838928,0.3294981122016907,0.8835188746452332,0.5085931420326233,0.8720380067825317,0.5014179944992065
detection_only,1,0.8151260614395142,0.6100628972053528,0.6978417038917542,0.23211653530597687,0.9051070213317871,0.5553663969039917,0.8838768005371094,0.5565179586410522
detection_only,2,0.6564416885375977,0.6729559898376465,0.6645962595939636,0.30546942353248596,0.9034267663955688,0.5144838690757751,0.8856372237205505,0.4852258563041687
detection_only,3,0.75,0.6415094137191772,0.691525399684906,0.3374324440956116,0.8686973452568054,0.5106157064437866,0.8626380562782288,0.4962674677371979
detection_only,4,0.6096256971359253,0.7169811129570007,0.6589595079421997,0.3138807713985443,0.910157322883606,0.5249589085578918,0.8889861702919006,0.4833526611328125
detection_only,5,0.796875,0.6415094137191772,0.7108014225959778,0.29484888911247253,0.8691324591636658,0.5180472731590271,0.8779324293136597,0.5111820101737976
detection_only,6,0.7241379022598267,0.6603773832321167,0.6907894611358643,0.2806512713432312,0.8930377960205078,0.5263094305992126,0.8726503849029541,0.5105308890342712
detection_only,7,0.8159999847412109,0.6415094137191772,0.7183098793029785,0.27719488739967346,0.8829203844070435,0.5380241870880127,0.8848543167114258,0.5278462767601013
detection_only,8,0.6416184902191162,0.698113203048706,0.6686747074127197,0.3076789677143097,0.8978573083877563,0.5350409746170044,0.8875730037689209,0.48705849051475525
detection_only,9,0.7822580933570862,0.6100628972053528,0.685512363910675,0.3041190207004547,0.8920137882232666,0.5116059184074402,0.8824560642242432,0.5075650215148926
