Start,End
1667378009.242031,1667378009.9646873
1667378011.304531,1667378012.3084373
1658311005.6386251,1658311006.7323751
1658311010.9589376,1658311011.6737814
1576574676.8666873,1576574677.565906
1576574691.5073123,1576574693.2416873
1576574697.6049685,1576574697.628406
1576574697.9994998,1576574698.6049685
1576574701.4487185,1576574702.8198123
1667381884.320156,1667381885.3435936
1667381887.163906,1667381889.0193748
1667381892.7146873,1667381894.195156
1667381902.0623436,1667381902.1209373
1667381902.1834373,1667381902.5740623
1667381910.3943748,1667381911.554531
1576559678.0151248,1576559679.3080935
1576559682.5619998,1576559683.3276248
1576559684.2651248,1576559685.2651248
1576559688.0932498,1576559689.2768435
1576559690.519031,1576559691.4448123
1576559694.800281,1576559695.7807498
1576559699.2026248,1576559700.722156
1576559701.5463748,1576559702.190906
1576567360.956531,1576567362.1049685
1576567362.9369998,1576567363.7963748
1576567376.1166873,1576567377.7807498
1576567382.3237185,1576567383.331531
1683351535.98,1683351536.9878125
1683351538.9995313,1683351539.69875
1683351541.8315625,1683351542.526875
1683351556.3471875,1683351557.339375
1683359749.26125,1683359750.0229688
1683359763.0073438,1683359763.933125
1683359767.0815625,1683359767.6089063
1683359770.2065625,1683359770.5932813
1667372651.4256248,1667372652.4881248
1667372655.538906,1667372656.8240623
1667372660.0037498,1667372660.7928123
1667372661.2185936,1667372661.4842186
1667372664.0935936,1667372665.4490623
1667372667.8279686,1667372669.6521873
1667372671.460781,1667372672.4881248
1683259053.620625,1683259054.4448438
1683259057.4448438,1683259058.4604688
1683259062.1401563,1683259063.3198438
1667371994.960781,1667371995.9685936
1667371996.4881248,1667371997.757656
1667371999.1131248,1667372001.0662498
1667372006.648281,1667372008.2537498
1667372008.9685936,1667372009.523281
1667372009.8279686,1667372010.7381248
1667370008.8943748,1667370009.6990623
1667370012.554531,1667370013.9412498
1667370016.7068748,1667370018.5506248
1667370019.8279686,1667370021.2967186
1667370027.5896873,1667370028.2654686
1667370028.4529686,1667370029.3318748
1683259166.7417188,1683259167.5073438
1683259169.4917188,1683259170.6284375
1683259175.3745313,1683259175.9175
1683351471.6245313,1683351472.5464063
1683351492.683125,1683351493.4096875
1667376483.5037498,1667376484.1873436
1667376485.226406,1667376485.6131248
1667376487.9842186,1667376488.8709373
1667376489.7303123,1667376490.4803123
1667376491.6131248,1667376493.210781
1667376494.4724998,1667376495.3279686
1667376495.960781,1667376496.6599998
1667376499.2849998,1667376500.2928123
1667376504.2849998,1667376505.367031
1667384852.6912498,1667384853.8865623
1667384856.6092186,1667384857.085781
1667384859.1443748,1667384859.6599998
1667384862.6365623,1667384864.0115623
1667384866.6443748,1667384868.4060936
1667384871.7224998,1667384872.663906
1667384873.5584373,1667384875.2967186
1667384877.3631248,1667384878.6287498
1667384880.3943748,1667384881.8592186
1667375615.929531,1667375616.6678123
1667375619.8435936,1667375621.288906
1667375623.2303123,1667375624.0349998
1667375625.1678123,1667375625.757656
1667375627.882656,1667375628.913906
1667375631.757656,1667375632.913906
1667375635.4373436,1667375635.8240623
1667375638.2498436,1667375639.6287498
1667375641.882656,1667375642.3318748
1667366586.8904686,1667366588.0428123
1667366590.0154686,1667366591.4998436
1667366593.5349998,1667366595.2342186
1667366603.1834373,1667366603.8904686
1667366605.4646873,1667366607.1404686
1576658257.3080935,1576658258.3588748
1576658262.9135623,1576658264.3588748
1576658268.753406,1576658270.3744998
1576658273.6166873,1576658275.1635623
1576658278.034656,1576658279.3080935
1683278721.5464063,1683278722.6323438
1683278724.57375,1683278725.1714063
1683278732.1440625,1683278732.808125
1683278740.2104688,1683278740.6948438
1683278745.4370313,1683278746.151875
1658307893.6112814,1658307894.9980001
1683364490.2925,1683364490.8354688
1683364501.3354688,1683364502.1909375
1683364505.4292188,1683364506.1909375
1683364507.8120313,1683364508.8198438
1683364518.1245313,1683364518.9370313
1683349588.6128125,1683349589.4292188
1683349591.3510938,1683349592.3471875
1683349594.1089063,1683349594.8979688
1683349605.214375,1683349606.3354688
1667366224.288906,1667366225.7303123
1667366226.6717186,1667366227.757656
1667366234.3709373,1667366235.288906
1667366236.9568748,1667366238.2498436
1667366243.9998436,1667366244.7381248
1667366245.445156,1667366245.4724998
1667366246.242031,1667366248.0623436
1667366249.367031,1667366250.1756248
1576573746.8080935,1576573748.3823123
1576573751.8979373,1576573752.6362185
1576573757.5698123,1576573759.0229373
1576573760.050281,1576573761.6557498
1576573766.2612185,1576573767.9448123
1667368911.9803123,1667368912.8865623
1667368913.6717186,1667368914.5740623
1667368919.163906,1667368920.0896873
1576657959.0307498,1576657959.8432498
1576657968.6635623,1576657969.8588748
1576657974.050281,1576657975.1088748
1576657979.5229373,1576657980.5776248
1576657982.503406,1576657983.5307498
1576657985.5932498,1576657986.5932498
1576569549.8276248,1576569550.331531
1576569551.7416873,1576569551.9487185
1576569551.9682498,1576569552.9682498
1576569561.8823123,1576569562.3237185
1576569565.550281,1576569566.6479373
1576569570.753406,1576569571.8354373
1576569574.3119998,1576569576.1049685
1667368414.101406,1667368414.5271873
1667368427.3279686,1667368428.2303123
1667368430.7068748,1667368431.4881248
1667368433.710781,1667368434.523281
1667368437.1131248,1667368439.0974998
1658300285.494094,1658300285.5019064
1658300285.5214376,1658300286.994094
1658300293.2519064,1658300293.5800314
1658300293.6073751,1658300294.7050314
1658300297.478469,1658300297.4980001
1658300300.322219,1658300301.1776876
1683358791.5151563,1683358792.5151563
1683358800.6284375,1683358801.401875
1683358803.183125,1683358803.7221875
1683358807.7221875,1683358808.4214063
1683358811.5932813,1683358812.5971875
1683358818.183125,1683358818.933125
1576559139.9369998,1576559140.9955935
1576559145.659656,1576559146.003406
1576559147.347156,1576559148.4838748
1576559153.8705935,1576559154.4994998
1576559160.4994998,1576559161.2299685
1576559165.3705935,1576559166.4643435
1576560066.956531,1576560068.6557498
1576560073.784656,1576560075.2299685
1576560078.5229373,1576560079.4643435
1576560082.019031,1576560084.2104373
1576560089.5112185,1576560090.565906
1667369762.7185936,1667369763.2967186
1667369765.6717186,1667369766.9803123
1667369769.5935936,1667369770.3162498
1667369772.3553123,1667369773.929531
1667369776.2537498,1667369777.538906
1667369780.460781,1667369780.8318748
1667369782.820156,1667369783.9998436
1667369786.5662498,1667369787.0506248
1667375403.0037498,1667375404.8162498
1667375405.1990623,1667375406.2771873
1667375406.320156,1667375407.4568748
1667375410.601406,1667375411.4529686
1667375413.9099998,1667375414.7068748
1667375418.148281,1667375419.538906
1667375420.8787498,1667375421.9217186
1667375425.163906,1667375426.288906
1667375428.5818748,1667375429.5115623
1576579538.3354373,1576579539.4487185
1576579540.8354373,1576579542.1244998
1576579548.0229373,1576579549.2651248
1576579551.8901248,1576579553.1557498
1576579558.3549685,1576579559.112781
1576579562.909656,1576579563.8549685
1576579564.3588748,1576579565.175281
1683347123.7807813,1683347124.5854688
1683347131.9135938,1683347132.5932813
1683347134.0425,1683347134.7729688
1683347139.6792188,1683347140.82375
1683347148.3589063,1683347148.82375
1667368175.2498436,1667368176.2498436
1667368179.2498436,1667368179.273281
1667368179.304531,1667368180.4412498
1667368180.9178123,1667368181.7029686
1667368183.4568748,1667368185.398281
1667368190.3162498,1667368190.7224998
1667368192.4529686,1667368193.0467186
1667376723.3162498,1667376724.4490623
1667376725.6443748,1667376726.6599998
1667376729.429531,1667376730.882656
1667376733.7459373,1667376734.4021873
1667376737.6443748,1667376738.6131248
1667376740.3435936,1667376741.0271873
1667376750.4803123,1667376751.945156
1658314593.5019064,1658314594.650344
1658314600.915969,1658314602.275344
1658314605.0800314,1658314606.4862814
1658314611.8925314,1658314612.2089376
1576646352.7143435,1576646354.550281
1576646362.9213748,1576646363.4916873
1576646366.1088748,1576646367.019031
1576646370.1948123,1576646371.425281
1576646373.6635623,1576646375.0385623
1576646375.0463748,1576646375.0698123
1576646375.0854373,1576646375.0893435
1667367663.820156,1667367665.1599998
1667367672.429531,1667367673.7224998
1667367675.4490623,1667367676.398281
1667367677.2303123,1667367677.9099998
1667367682.9490623,1667367683.8787498
1667367687.4060936,1667367688.1404686
1576568081.394031,1576568082.8354373
1576568088.612781,1576568090.0268435
1576568095.1635623,1576568096.706531
1576568099.284656,1576568101.0619998
1576568104.4448123,1576568104.9955935
1658299946.2558126,1658299946.2636251
1658299953.415969,1658299954.822219
1658299958.8183126,1658299959.431594
1658299960.9550314,1658299961.790969
1576568442.5737185,1576568443.3080935
1576568451.9643435,1576568453.5463748
1576568458.2494998,1576568459.019031
1576568463.9643435,1576568465.440906
1576572006.8901248,1576572008.1049685
1576572011.8744998,1576572013.050281
1576572015.5580935,1576572016.409656
1576572019.9330935,1576572020.894031
1576572022.800281,1576572024.815906
1576572027.1557498,1576572029.0112185
1658299083.7987814,1658299084.5058126
1658299089.9394064,1658299090.1464376
1658299090.665969,1658299091.0683126
1658299095.2558126,1658299096.056594
1658299099.9042501,1658299101.1151876
1667382995.6599998,1667382996.4685936
1667382997.2615623,1667382997.7029686
1667383000.4021873,1667383001.898281
1667383004.5740623,1667383006.007656
1667383011.9998436,1667383013.367031
1667383018.4803123,1667383019.7224998
1576578966.7963748,1576578967.7338748
1576578971.8119998,1576578972.7182498
1576578975.0854373,1576578976.4018435
1576578979.5619998,1576578980.3510623
1576578984.1830935,1576578985.2338748
1576578994.800281,1576578996.4643435
1658308496.4550314,1658308497.540969
1658308499.1737814,1658308500.1425314
1658308503.884719,1658308505.5370626
1658308506.4862814,1658308508.0761251
1658308509.8964376,1658308510.0487814
1658308510.400344,1658308511.6464376
1576578765.144031,1576578766.3549685
1576578768.9760623,1576578770.4916873
1576578773.8198123,1576578775.2299685
1576578776.9604373,1576578777.7651248
1576578780.644031,1576578782.1518435
1667370552.101406,1667370553.3748436
1667370565.9959373,1667370567.867031
1667370569.8943748,1667370571.648281
1576646976.7963748,1576646977.8510623
1576646981.690906,1576646982.5698123
1576646987.7299685,1576646988.675281
1576646989.0854373,1576646990.175281
1576646994.737781,1576646995.5698123
1576646998.862781,1576647000.347156
1576647002.0463748,1576647003.2885623
1667378794.054531,1667378794.679531
1667378798.2459373,1667378800.351406
1667378802.5193748,1667378803.0740623
1667378803.9490623,1667378804.6834373
1667378809.820156,1667378810.6990623
1667378814.8240623,1667378816.1599998
1667378819.1678123,1667378820.4021873
1667371176.0779686,1667371177.5506248
1667371180.257656,1667371181.7029686
1667371184.4490623,1667371186.070156
1667371189.0740623,1667371189.5271873
1667371191.2303123,1667371192.538906
1667371195.0310936,1667371195.8435936
1667371199.195156,1667371201.257656
1658314044.4433126,1658314045.0214376
1658314045.728469,1658314046.3925314
1658314050.4745626,1658314050.5995626
1658314050.6698751,1658314051.2558126
1658314053.2792501,1658314054.009719
1658314056.7206564,1658314058.3026876
1658314061.0995626,1658314061.9823751
1658314065.3651876,1658314065.7636251
1576646830.4604373,1576646831.3198123
1576646836.253406,1576646837.159656
1576646840.6362185,1576646841.769031
1576646844.5893435,1576646845.737781
1576646847.628406,1576646847.7182498
1576646849.3354373,1576646849.6323123
1576646849.644031,1576646850.4799685
1576646853.1830935,1576646854.831531
1667366612.757656,1667366613.6717186
1667366621.320156,1667366622.2810936
1667366624.2224998,1667366624.6560936
1667366626.163906,1667366627.3435936
1667366628.8748436,1667366630.2967186
1667366631.9334373,1667366633.2693748
1667366636.0428123,1667366637.5115623
1576649113.628406,1576649114.4135623
1576649123.9018435,1576649124.8823123
1576649128.1987185,1576649129.0619998
1576649130.081531,1576649130.1166873
1576649130.159656,1576649131.4955935
1576649132.4526248,1576649133.8237185
1667379753.679531,1667379754.257656
1667379759.960781,1667379760.7654686
1667379762.9060936,1667379763.9724998
1667379764.9373436,1667379765.9646873
1667379767.8943748,1667379767.9334373
1667379768.038906,1667379769.6131248
1667379770.5974998,1667379771.0818748
1667379771.882656,1667379773.0310936
1667379773.7693748,1667379774.538906
1667379776.6131248,1667379777.570156
1667379781.5349998,1667379782.4881248
1667379338.3084373,1667379339.0271873
1667379350.3553123,1667379351.4060936
1667379355.4099998,1667379357.1053123
1667379358.4998436,1667379359.8162498
1667379359.8318748,1667379359.867031
1667379359.9334373,1667379360.226406
1683358352.8432813,1683358354.2260938
1683358356.9682813,1683358358.3042188
1683358361.5425,1683358361.6284375
1683358361.7378125,1683358363.1948438
1683358365.2417188,1683358366.0151563
1683358367.7026563,1683358368.558125
1683287929.1479688,1683287929.8315625
1683287929.8354688,1683287929.8432813
1683287930.6635938,1683287931.1440625
1683287932.1128125,1683287932.9995313
1683287949.2573438,1683287950.32375
1683287953.6635938,1683287954.3901563
1683287955.7885938,1683287956.433125
1683260916.8745313,1683260917.3940625
1683260920.0971875,1683260920.7846875
1683260924.0932813,1683260924.7846875
1576568351.1557498,1576568351.987781
1576568354.9838748,1576568355.722156
1576568356.6791873,1576568357.8119998
1576568360.6323123,1576568361.4838748
1576568367.3588748,1576568368.6635623
1576568372.9448123,1576568374.3237185
1667378945.8084373,1667378946.695156
1667378947.4959373,1667378947.9959373
1667378953.2224998,1667378954.1404686
1667378960.8748436,1667378962.492031
1667378964.9178123,1667378965.8943748
1667378967.648281,1667378969.1990623
1667378971.3318748,1667378972.429531
1683346763.0854688,1683346763.4096875
1683346771.0073438,1683346771.6479688
1658295026.259719,1658295026.7714376
1658295030.8144064,1658295032.0526876
1658295034.8612814,1658295036.0292501
1658295042.7480001,1658295043.7011251
1576561867.7963748,1576561867.909656
1576561870.800281,1576561872.1635623
1576561874.2573123,1576561874.4838748
1576561875.7260623,1576561876.2924685
1576561876.315906,1576561877.1401248
1576561880.675281,1576561881.7260623
1576561883.362781,1576561884.3432498
1576561886.347156,1576561887.2729373
1576666000.019031,1576666001.3705935
1576666006.7299685,1576666007.7299685
1576666009.7299685,1576666010.706531
1576666011.472156,1576666012.550281
1576666013.331531,1576666014.2924685
1576666022.2182498,1576666023.8823123
1576669808.1518435,1576669809.7026248
1576669813.1518435,1576669814.3119998
1576669816.237781,1576669817.409656
1576669818.8666873,1576669819.7651248
1576669821.9174685,1576669823.0112185
1576669823.737781,1576669824.362781
1576669831.6557498,1576669832.1948123
1576575818.3237185,1576575820.1987185
1576575823.3198123,1576575824.925281
1576575838.6557498,1576575839.7924685
1576572548.8666873,1576572550.6713748
1576572557.0151248,1576572558.503406
1576572563.300281,1576572564.909656
1576572571.8119998,1576572573.4330935
1667383592.6912498,1667383593.7146873
1667383595.5779686,1667383596.5584373
1667383599.7928123,1667383600.617031
1667383606.2029686,1667383606.710781
1667383615.0584373,1667383615.5935936
1667383615.601406,1667383615.6092186
1667383616.070156,1667383617.0818748
1667383618.585781,1667383619.4060936
1667383619.9724998,1667383621.3474998
1576573599.9057498,1576573600.3823123
1576573600.894031,1576573600.972156
1576573601.2182498,1576573602.3510623
1576573604.2182498,1576573604.5737185
1576573605.8198123,1576573606.4916873
1576573610.3354373,1576573611.7924685
1576573619.9174685,1576573620.5619998
1576572818.7416873,1576572819.659656
1576572822.4643435,1576572823.659656
1576572826.940906,1576572826.9604373
1576572829.2573123,1576572830.003406
1576572839.0776248,1576572839.9994998
1576572845.581531,1576572846.5307498
1576575190.4330935,1576575191.7182498
1576575194.7143435,1576575195.878406
1576575201.8549685,1576575202.769031
1576575204.2416873,1576575205.206531
1667376426.8435936,1667376428.2928123
1667376434.710781,1667376436.0779686
1667376437.2224998,1667376437.8631248
1667376438.8787498,1667376439.6599998
1667376446.1834373,1667376447.1404686
1667376451.3709373,1667376452.2224998
1576580799.1010623,1576580800.1713748
1576580804.3744998,1576580805.4838748
1576580810.769031,1576580811.940906
1576580821.050281,1576580822.4682498
1658302901.5995626,1658302902.3456564
1576567568.8393435,1576567569.8744998
1576567573.7573123,1576567575.4369998
1576567577.6713748,1576567579.440906
1576567581.659656,1576567581.8237185
1576567586.9448123,1576567588.3198123
1576567592.0307498,1576567593.1205935
1576567595.9994998,1576567596.5932498
1667377472.976406,1667377473.335781
1667377474.2654686,1667377475.5115623
1667377476.1092186,1667377477.210781
1667377479.5506248,1667377480.8084373
1667377481.976406,1667377482.4998436
1667377483.6365623,1667377484.242031
1667377488.835781,1667377489.9568748
1667377496.5623436,1667377497.4959373
1667377500.5193748,1667377502.4881248
1576653999.5385623,1576654000.3901248
1576654013.7885623,1576654014.4487185
1576654022.4213748,1576654023.0112185
1576561989.1948123,1576561989.3705935
1576561992.4643435,1576561993.2026248
1576561994.034656,1576561995.3198123
1576561997.9135623,1576561998.769031
1576562001.3080935,1576562002.159656
1576562005.5698123,1576562006.4174685
1576562009.8432498,1576562011.1205935
1576562014.9174685,1576562015.8744998
1576580860.0737185,1576580860.8041873
1576580863.7494998,1576580865.1635623
1576580868.3823123,1576580869.706531
1576580874.878406,1576580876.4369998
1576580878.9057498,1576580879.7299685
1576580880.1479373,1576580881.1323123
1576580883.7338748,1576580885.3237185
1576561337.753406,1576561339.1791873
1576561344.894031,1576561346.4135623
1576561347.3354373,1576561348.3393435
1576561351.128406,1576561352.4213748
1658296950.978469,1658296951.5917501
1667371354.0779686,1667371355.8318748
1667371357.7810936,1667371358.5935936
1667371371.6756248,1667371372.5467186
1667371375.7810936,1667371377.570156
1667371381.5506248,1667371382.179531
1667365925.9529686,1667365926.882656
1667365929.4646873,1667365930.8631248
1667365934.0779686,1667365934.7498436
1667365951.3904686,1667365952.2693748
1683283672.0620313,1683283672.605
1683283674.0425,1683283674.6714063
1683283686.183125,1683283686.9057813
1683283688.2846875,1683283688.995625
1683283695.776875,1683283696.4721875
1683283697.7417188,1683283698.73
1683261679.9175,1683261680.6401563
1683261682.0190625,1683261682.5346875
1683261685.9917188,1683261686.933125
1683261691.23,1683261691.7573438
1667385903.617031,1667385904.742031
1667385905.3748436,1667385906.4256248
1667385908.320156,1667385909.5310936
1667385913.3904686,1667385914.7810936
1667385915.5623436,1667385916.0974998
1667385916.7342186,1667385916.7615623
1667385916.7654686,1667385917.8006248
1667385917.804531,1667385917.8084373
1576562781.5229373,1576562783.2143435
1576562785.5776248,1576562787.190906
1576562789.3588748,1576562790.5619998
1576562793.0268435,1576562793.6049685
1576558836.925281,1576558838.7299685
1576558845.0463748,1576558846.394031
1576558846.9057498,1576558848.0229373
1576558853.9448123,1576558855.3979373
1576558856.3237185,1576558857.3198123
1683278070.0815625,1683278070.8315625
1683278073.5151563,1683278074.9135938
1683278077.0425,1683278077.73
1683278084.7495313,1683278085.5073438
1683278087.620625,1683278088.089375
1576572131.7416873,1576572132.8705935
1576572135.6987185,1576572136.9448123
1576572143.9760623,1576572145.362781
1576572147.5424685,1576572148.815906
1576572150.4135623,1576572151.456531
1576572154.1479373,1576572154.7260623
1667381763.367031,1667381764.1912498
1667381765.4685936,1667381766.5779686
1667381769.1717186,1667381770.679531
1667381773.820156,1667381775.4685936
1667381778.7342186,1667381779.5584373
1667381781.1599998,1667381782.413906
1667381788.726406,1667381789.960781
1683279921.7065625,1683279921.8198438
1683279930.3901563,1683279930.8198438
1683279936.8276563,1683279937.7104688
1683279946.855,1683279947.4292188
1667385093.5115623,1667385094.8006248
1667385097.4685936,1667385098.9060936
1667385100.7459373,1667385102.6560936
1667385104.8592186,1667385106.8006248
1667385106.8904686,1667385106.9568748
1667385114.554531,1667385114.5662498
1667385114.570156,1667385116.273281
1667376243.898281,1667376244.476406
1667376252.9881248,1667376253.679531
1667376258.3787498,1667376260.273281
1667376262.4529686,1667376264.0974998
1667376265.820156,1667376266.429531
1667376269.0974998,1667376270.6990623
1683358671.0425,1683358672.245625
1683358679.4604688,1683358680.23
1683358685.214375,1683358686.0425
1683358686.058125,1683358686.0659375
1683358687.5190625,1683358688.151875
1683358690.5932813,1683358691.1753125
1683358693.9604688,1683358694.2846875
1576665226.2885623,1576665227.769031
1576665230.8354373,1576665231.8705935
1576665233.4174685,1576665234.5112185
1576665236.206531,1576665237.4955935
1576665240.2573123,1576665241.5463748
1576665244.2494998,1576665244.3510623
1576665244.9955935,1576665246.190906
1658311466.4745626,1658311466.4862814
1658311466.5058126,1658311467.5839376
1658311476.5917501,1658311477.1698751
1658311478.8769064,1658311478.9980001
1658311485.2558126,1658311486.5136251
1658311489.6386251,1658311490.0605001
1576654147.9487185,1576654148.644031
1576654151.7885623,1576654152.5854373
1576654153.4448123,1576654154.4526248
1576654158.0854373,1576654158.862781
1576654168.9916873,1576654169.7494998
1576654173.112781,1576654175.019031
1667379092.8123436,1667379093.757656
1667379099.2146873,1667379100.335781
1667379103.0662498,1667379104.4334373
1667379106.3631248,1667379108.320156
1667379110.7459373,1667379112.7615623
1667379113.4529686,1667379114.6365623
1667379115.2615623,1667379116.0623436
1667379117.3435936,1667379117.8474998
1667379119.976406,1667379121.0818748
1667370663.9881248,1667370665.0428123
1667370667.3748436,1667370668.3709373
1667370668.8592186,1667370669.4803123
1667370674.2146873,1667370675.538906
1667370677.3553123,1667370678.7303123
1667370681.0662498,1667370682.1990623
1667370683.0623436,1667370684.2693748
1667370685.5740623,1667370686.8787498
1667370691.2342186,1667370692.476406
1667367334.007656,1667367335.4490623
1667367340.9060936,1667367341.5779686
1667367343.6717186,1667367345.0935936
1667367347.288906,1667367348.460781
1667367349.1990623,1667367350.6131248
1667367354.1560936,1667367355.3631248
1667367358.382656,1667367358.992031
1576569792.3432498,1576569793.0463748
1576569795.878406,1576569797.0737185
1576569803.706531,1576569803.9916873
1576569808.8666873,1576569809.4916873
1576569813.206531,1576569813.9448123
1667382699.851406,1667382700.5115623
1667382701.335781,1667382702.4568748
1667382705.867031,1667382707.1717186
1667382710.210781,1667382711.7654686
1667382713.8006248,1667382715.6365623
1667382717.2381248,1667382717.992031
1667382719.0896873,1667382719.0935936
1667382719.101406,1667382720.2928123
1576563998.784656,1576563999.6518435
1576563999.6674685,1576563999.7260623
1576564000.550281,1576564001.6791873
1576564003.956531,1576564005.3705935
1576564012.0112185,1576564012.6674685
1683270035.3510938,1683270036.058125
1683270036.7417188,1683270037.245625
1683270044.5698438,1683270045.2573438
1658314315.7167501,1658314316.103469
1658314339.1620626,1658314340.3651876
1658314341.197219,1658314341.8105001
1658301409.0800314,1658301409.3261251
1576572402.4955935,1576572404.0580935
1576572410.8510623,1576572412.1323123
1576572416.878406,1576572418.1323123
1576572425.1791873,1576572426.5932498
